,User-ID,ISBN,Book-Rating
54139,11676,0786862564,4
54146,11676,0786866020,7
54157,11676,0786868619,10
54164,11676,0786881852,6
54172,11676,0786885688,9
54194,11676,0786890436,7
54241,11676,0802130208,3
54244,11676,0802132758,7
54285,11676,0804105820,8
54295,11676,0804108749,6
54299,11676,0804109729,3
54307,11676,0804111359,6
54319,11676,0804115761,3
54337,11676,0805036504,8
54424,11676,0811801802,8
54430,11676,0811811409,10
54435,11676,0811825558,8
54651,11676,0821769367,7
54686,11676,0826308791,9
54710,11676,0836218515,8
54716,11676,0836220889,9
54740,11676,084232920X,10
54741,11676,0842329218,10
54742,11676,0842329242,8
54743,11676,0842329250,10
54753,11676,0842342702,9
54893,11676,0871136791,8
54897,11676,087113795X,6
54941,11676,0877017883,7
54978,11676,0880381736,7
55055,11676,0887307876,10
55103,11676,0894803204,7
55107,11676,0894808249,3
55317,11676,0971880107,6
55350,11676,1400031346,9
55351,11676,1400031354,8
55370,11676,1400077826,9
55445,11676,1551665301,7
55465,11676,1551667010,5
55588,11676,1558531025,10
55595,11676,155874262X,7
55600,11676,1558744150,10
55601,11676,1558744606,10
55606,11676,1558745718,8
55607,11676,1558746226,9
55610,11676,1558747109,10
55676,11676,1563890119,9
55811,11676,1573229571,7
55957,11676,1592400876,9
56014,11676,1844262553,8
56029,11676,1853260002,10
56032,11676,1853260207,6
56046,11676,1853261580,10
56074,11676,1857022424,8
56178,11676,1878424114,6
56288,11676,1931561648,10
56460,11676,2253044903,10
56465,11676,2253063339,5
56563,11676,2290311782,8
56703,11676,3257227809,3
56745,11676,3379015180,9
56786,11676,3404148665,10
56872,11676,3423202327,8
56873,11676,3423202947,9
56943,11676,3442092981,9
57056,11676,3442541751,7
57246,11676,3492045170,9
57420,11676,3548359698,8
57503,11676,3596259924,10
57834,11676,8408043641,5
58474,11676,8806142100,8
58494,11676,8807813025,9
59121,11718,0060932759,7
59123,11718,0140430725,10
59127,11718,0375406530,8
59136,11718,0440212359,8
59142,11718,0671021001,8
59149,11718,0743237188,7
59159,11724,0060976845,7
59172,11724,0374525641,9
59220,11724,0515087122,8
59222,11724,0515093203,7
59227,11724,0515111279,8
59233,11724,0515129941,8
59235,11724,0515134384,8
59266,11724,089480829X,10
60296,12154,0060740450,6
60300,12154,0375504613,8
60302,12154,0385265700,6
60304,12154,0385420161,7
60306,12154,0671021001,7
60319,12154,1576737330,6
61114,12538,0312195516,9
61140,12538,0316096199,8
61227,12538,0345423615,7
61339,12538,0385509456,8
61670,12538,0451196716,9
61681,12538,0451410947,7
61844,12538,0553296981,7
61911,12538,067100042X,7
61919,12538,0671021001,9
62000,12538,0671726889,8
62043,12538,0679746048,8
62112,12538,0786808551,9
62165,12538,0812967240,6
62203,12538,0842329242,9
62207,12538,084233226X,10
62313,12538,1558745718,10
63516,12917,0316284955,10
63535,12917,0553212478,9
63538,12917,0553571885,7
63539,12917,0553582526,7
63547,12917,0743237188,9
63553,12917,0842329242,10
63647,12982,0060932139,7
63792,12982,0671744216,9
63796,12982,0671888587,8
63798,12982,0679457313,9
63805,12982,0684801221,9
63818,12982,0802135196,8
64860,13273,0060930535,9
64880,13273,0140185216,6
64895,13273,0312205406,8
64898,13273,0312265867,7
64905,13273,0312983271,7
64908,13273,0316601950,9
64909,13273,0316666343,8
64944,13273,0375412824,10
64984,13273,0385503954,5
65042,13273,0446672211,9
65094,13273,0553802496,9
65114,13273,0671004549,8
65132,13273,0671867091,8
65134,13273,0671888587,8
65155,13273,068487217X,8
65160,13273,0688177751,8
65213,13273,0786868015,8
65221,13273,0804105820,7
65244,13273,084233226X,8
65245,13273,0842332340,7
65260,13273,087113795X,8
65280,13273,1400031346,8
65787,13552,0060096195,7
65884,13552,0373218192,8
65906,13552,0373483694,8
65908,13552,0373484224,8
65909,13552,0373484232,8
65922,13552,0380710218,8
65925,13552,0380718340,7
65937,13552,0380753006,7
65996,13552,0385484518,10
66025,13552,0425128164,2
66027,13552,0425132951,6
66034,13552,0425154092,8
66056,13552,0440176484,6
66089,13552,0440224780,7
66102,13552,0440241162,8
66112,13552,0446353957,8
66143,13552,0446610542,7
66204,13552,0515114693,7
66210,13552,0515121843,7
66212,13552,0515124214,7
66216,13552,0515126772,8
66217,13552,0515128546,7
66218,13552,0515128554,7
66224,13552,051513628X,8
66298,13552,067102535X,7
66304,13552,0671443283,9
66311,13552,0671534718,5
66313,13552,0671534734,5
66319,13552,067164257X,9
66324,13552,0671670689,7
66327,13552,0671695126,7
66329,13552,0671695169,7
66343,13552,0679412956,8
66396,13552,0767907817,4
66521,13582,0316666343,7
66553,13582,0345397819,8
66566,13582,0385425473,10
66615,13582,0671759345,7
66621,13582,0679723161,8
66622,13582,0679735771,4
66630,13582,0786915749,6
67101,13850,0060502258,10
67146,13850,0380726238,9
67159,13850,0385484518,10
67205,13850,0553277537,10
67206,13850,0553278223,10
67241,13850,074322423X,10
67250,13850,080411868X,9
67272,13850,089480829X,6
67285,13850,1558531025,9
68571,14387,0140071814,8
68587,14387,0316284955,8
68610,14387,0385265700,8
68627,14387,0446672211,7
68629,14387,0446679364,8
68680,14387,1400034779,9
68755,14422,0060976845,9
68781,14422,0142001821,8
68804,14422,0316601950,9
68805,14422,0316734837,8
68807,14422,0316781142,7
68812,14422,0345348036,9
68814,14422,0345380371,8
68819,14422,0345423291,9
68827,14422,0375414053,8
68864,14422,0380818973,5
68902,14422,0440178002,9
68933,14422,0446603589,8
68976,14422,0452282128,8
68978,14422,0452282829,4
69004,14422,0553280368,8
69031,14422,0618002219,8
69075,14422,0679412956,8
69096,14422,0688177751,7
69147,14422,1400034779,9
69156,14422,155874262X,7
69157,14422,1558743316,7
69373,14456,0140440046,4
69380,14456,0345313860,10
69410,14456,0553212478,10
69415,14456,0618002219,8
69425,14456,0679454470,10
69426,14456,0679735771,8
69448,14456,0811811409,10
69449,14456,0836217691,10
69450,14456,0836218051,10
69454,14456,0836218620,10
69456,14456,0836218787,10
69459,14456,0836220889,10
69460,14456,0836221362,10
69564,14521,0061000027,5
69655,14521,0373218966,5
69921,14521,0553212583,1
69969,14521,055357695X,5
70006,14521,0671527215,10
70008,14521,0671534718,5
70096,14521,1576737330,9
71228,15049,0064400557,9
71238,15049,0440439884,10
71244,15049,0553250426,8
71245,15049,0553250531,8
71247,15049,0553280945,8
71248,15049,0553289411,8
71274,15049,0842329218,8
71275,15049,0842329242,8
71276,15049,0842329250,8
71277,15049,0842329269,8
71278,15049,0842329277,8
71280,15049,0842332251,8
71290,15049,089480829X,8
71299,15049,1558744606,6
71985,15408,0316779237,9
72309,15408,0671528904,6
72361,15408,0679742298,7
72424,15408,0767902521,9
72437,15408,0786862564,8
72441,15408,0786866586,7
72442,15408,0786868015,8
72478,15408,0811802981,7
72508,15408,0877733759,9
73277,15602,0312291639,7
73278,15602,0312305060,10
73280,15602,0316284955,8
73281,15602,0316666343,9
73284,15602,0375725784,8
73285,15602,0375727132,7
73287,15602,0385335482,9
73288,15602,0385335881,8
73289,15602,0385336179,9
73290,15602,0385503954,7
73294,15602,0385721420,9
73295,15602,0385722192,6
73304,15602,0553212583,10
73310,15602,0684801523,8
74048,15957,0312291639,3
74085,15957,0385335482,9
74107,15957,0446673544,9
74114,15957,0451190491,8
74116,15957,0451190548,8
74118,15957,0451190564,8
74136,15957,0553573136,8
74516,16106,0060987103,7
74522,16106,006109868X,10
74552,16106,034541389X,7
74555,16106,0345445848,9
74562,16106,0345465083,10
74607,16106,0385730586,10
74641,16106,0449006522,8
74652,16106,0451203895,7
74674,16106,067091021X,10
74688,16106,0671776975,9
74692,16106,0679735909,10
74726,16106,0786885688,9
74758,16106,1400034779,10
76373,16634,0020442203,9
76401,16634,0060392452,8
76460,16634,0140481346,8
76461,16634,0140481389,9
76516,16634,0316284955,8
76534,16634,0345313860,10
76592,16634,0375725784,3
76663,16634,0385199570,10
76678,16634,0385418493,8
76687,16634,0385507593,8
76722,16634,0399501487,8
76797,16634,0441002935,8
76798,16634,0441003745,8
76801,16634,0441004520,8
76807,16634,0441008534,7
76809,16634,0441010512,7
76883,16634,0446677450,3
76982,16634,0515102636,9
77009,16634,0517556278,6
77031,16634,0553210092,8
77035,16634,0553212583,8
77059,16634,0553278746,8
77121,16634,0670839531,8
77195,16634,0679772677,8
77291,16634,0805063889,8
77303,16634,0811825558,8
77658,16718,0385335482,10
77660,16718,0385336179,10
77693,16718,0679732411,8
77700,16718,074322423X,8
77706,16718,0767905180,10
77710,16718,0786881852,9
77715,16718,155874262X,9
77716,16718,1558743316,8
78074,16795,0060930535,4
78080,16795,0060976845,7
78087,16795,0061009059,9
78130,16795,0062502182,8
78192,16795,0140244824,6
78229,16795,0142000205,9
78231,16795,0142000663,8
78377,16795,0312144075,10
78381,16795,0312195516,9
78393,16795,0312291639,9
78394,16795,0312305060,8
78434,16795,0312966970,8
78461,16795,0312980140,6
78476,16795,0316168688,10
78485,16795,0316666343,10
78493,16795,0316780812,9
78495,16795,0316781142,9
78497,16795,0316782505,8
78510,16795,0345339703,8
78538,16795,034538430X,5
78564,16795,0345423097,10
78573,16795,0345435168,8
78575,16795,0345438329,9
78576,16795,0345439104,8
78577,16795,0345441265,8
78799,16795,0374100128,9
78815,16795,0375412530,9
78817,16795,0375412824,10
78829,16795,0375703063,8
78832,16795,0375706771,7
78853,16795,0380703882,7
78879,16795,0380730138,8
78976,16795,038533558X,9
78978,16795,0385337639,9
78979,16795,0385420161,7
78987,16795,0385492081,5
78989,16795,0385498802,9
78995,16795,0385720467,9
79050,16795,0399144463,7
79139,16795,0425172996,8
79143,16795,042517736X,6
79147,16795,0425179885,4
79239,16795,0440226104,5
79284,16795,0440940001,9
79300,16795,0446353957,8
79310,16795,0446363251,8
79327,16795,0446519138,8
79405,16795,0446672211,8
79435,16795,0449006522,7
79479,16795,0451169514,8
79547,16795,0451409973,6
79556,16795,0451410947,8
79613,16795,0515102636,10
79656,16795,0515136379,9
79657,16795,0515136530,8
79679,16795,0525947299,10
79707,16795,0553250426,7
79724,16795,0553278274,7
79734,16795,0553285920,6
79749,16795,0553294903,9
79754,16795,0553296981,8
79755,16795,0553299506,7
79778,16795,0553563521,7
79785,16795,0553568701,7
79796,16795,0553572326,9
79821,16795,0553580191,7
79831,16795,0553582747,8
79848,16795,0553801376,9
79957,16795,0671001132,9
79958,16795,0671001795,7
79986,16795,0671021001,10
79993,16795,0671025333,9
80031,16795,0671510126,7
80042,16795,0671534718,7
80057,16795,067164257X,9
80075,16795,067169507X,7
80080,16795,0671708635,7
80163,16795,0679746048,9
80185,16795,0684801221,8
80187,16795,0684801523,6
80192,16795,0684814994,9
80244,16795,0688170528,8
80314,16795,0740704818,9
80315,16795,0743203631,8
80330,16795,0743237188,9
80339,16795,0743411323,9
80363,16795,0743454529,10
80388,16795,0765341972,6
80392,16795,0767905938,9
80395,16795,0767915054,9
80432,16795,0786862564,6
80435,16795,0786866845,9
80436,16795,0786867647,10
80445,16795,0786881852,9
80447,16795,0786885688,7
80472,16795,0802135196,8
80493,16795,0804114609,8
80527,16795,0811801802,10
80528,16795,0811802981,9
80555,16795,0812967240,8
80613,16795,0842329242,9
80615,16795,0842329269,9
80618,16795,084233226X,6
80663,16795,087113795X,8
80679,16795,0877017883,10
80716,16795,0894803204,8
80760,16795,1400032717,10
80779,16795,1551665301,9
80844,16795,1558744150,8
80846,16795,155874424X,8
80848,16795,1558745017,7
80901,16795,1573221112,8
80944,16795,1878424114,9
81519,16916,0553582526,9
81631,16916,084232920X,10
81632,16916,0842329218,10
81633,16916,0842329242,10
81634,16916,0842329250,10
81635,16916,0842329269,10
81637,16916,0842332251,10
81638,16916,084233226X,10
82641,17003,0060392452,10
82649,17003,0060938455,10
82659,17003,0312305060,10
82661,17003,0316666343,9
82669,17003,0375703764,8
82673,17003,0385722435,9
82676,17003,0440127793,5
82689,17003,0553268449,9
82704,17003,0679734775,9
82714,17003,0786866586,10
83099,17190,0684814994,10
83123,17190,0842329242,10
83126,17190,0842332251,7
83127,17190,084233226X,7
83128,17190,0842332278,8
83129,17190,0842332340,8
83501,17402,0316096199,8
83505,17402,0385335482,9
83507,17402,0440224594,10
83511,17402,067101420X,4
83515,17402,0891075275,9
83516,17402,1551668998,10
83926,17667,0316779423,7
83945,17667,044048474X,9
83946,17667,0441004520,5
83950,17667,0451409973,9
83956,17667,0553573403,9
83966,17667,0679454446,6
84094,17761,0061009059,9
84097,17761,0142000205,5
84114,17761,0553271636,9
84115,17761,0553279556,9
84116,17761,0553279912,9
84118,17761,0553284789,9
84120,17761,0671001795,9
84311,17859,0380718332,10
84321,17859,0425154092,10
84339,17859,0449221482,10
84348,17859,055356451X,10
84361,17859,0671894455,5
84366,17859,0684195976,9
84680,17950,0375702709,8
84686,17950,0380730138,3
84713,17950,0385484518,8
84716,17950,0385497466,5
84783,17950,0452282829,5
84846,17950,0553296981,8
84849,17950,0553569155,5
84850,17950,0553573616,10
84862,17950,0670865796,7
84890,17950,0671864173,7
84914,17950,0684853507,10
84915,17950,0684867621,5
84932,17950,0749309423,5
84968,17950,1558743316,10
84971,17950,1558744150,8
87674,19085,0345313151,8
87675,19085,0345318854,8
87737,19085,0425147363,9
87744,19085,0425190641,7
87798,19085,0553579983,8
87805,19085,0671024248,9
88383,19493,0312305060,7
88386,19493,0316666343,10
88393,19493,0373218192,10
88414,19493,0375703063,9
88418,19493,0385484518,10
88419,19493,0399149848,10
88436,19493,0743206061,9
88444,19493,1400077826,9
88447,19493,1565122968,10
88625,19573,0060959037,10
88628,19573,0061097101,5
88630,19573,0316601950,5
88631,19573,0345439104,6
88632,19573,038082101X,6
88636,19573,0452282152,9
88637,19573,0679432477,6
88639,19573,1400031354,9
88640,19573,140003180X,9
88641,19573,1400032717,9
88789,19664,0060976845,8
88854,19664,0373250134,7
88858,19664,0375700757,8
88873,19664,0385335482,8
88896,19664,0413537900,9
88904,19664,0425169693,8
88974,19664,0670892963,8
89022,19664,0804108749,9
89224,19711,0385484518,9
89236,19711,0425121259,5
89251,19711,0425179885,8
89252,19711,0425182886,8
89277,19711,0515093203,7
89285,19711,0515128546,5
89294,19711,0553568701,7
89305,19711,0670865796,10
89314,19711,0684872153,8
90018,20060,0345413881,8
90020,20060,0345416260,10
90029,20060,0380805995,6
90032,20060,0380817691,9
90041,20060,0440178002,8
90062,20060,0451204891,8
90074,20060,0553571818,10
90084,20060,0671016768,9
90101,20060,0767900383,9
90923,20172,0060987529,9
90930,20172,0142001805,9
90932,20172,0156001314,9
90942,20172,0374199698,10
90943,20172,0375703764,9
90964,20172,0440495962,9
90969,20172,0441790348,10
90980,20172,0553277472,10
90998,20172,0871136791,10
91000,20172,0886773520,7
91021,20180,0060502258,8
91025,20180,0060930535,8
91027,20180,0060976845,8
91034,20180,0312195516,10
91038,20180,0345436911,8
91039,20180,0345439104,8
91040,20180,0345443683,9
91042,20180,0440174643,10
91045,20180,0446672211,8
91049,20180,0449219364,8
91051,20180,0449221504,8
91052,20180,0449221512,8
91053,20180,0451169530,10
91058,20180,0553271636,8
91060,20180,0553279556,8
91062,20180,0553280368,8
91063,20180,0553284789,8
91073,20180,0743417682,8
91206,20201,0553564528,8
91242,20201,0812551486,8
91248,20201,0836217691,8
91250,20201,0836218620,8
91251,20201,0836218787,9
91264,20201,0880381736,10
92315,20703,0060987103,6
92316,20703,0345440765,7
92319,20703,067091021X,7
92327,20703,1400031354,8
92328,20703,1400031362,8
92330,20703,1558745718,7
93386,21011,0312291639,8
93389,21011,0316601950,8
93392,21011,0345439104,8
93394,21011,0345445848,5
93403,21011,0375705856,7
93407,21011,0385503954,10
93408,21011,0385720467,7
93434,21011,0743203631,8
93437,21011,0743237188,8
93484,21014,0060932759,8
93488,21014,0060959037,8
93511,21014,0064400042,10
93517,21014,0064400557,10
93557,21014,0141301155,10
93560,21014,0142000663,9
93564,21014,0151002290,7
93579,21014,0312099436,8
93583,21014,0312195516,9
93591,21014,0312305060,8
93597,21014,0312961324,8
93611,21014,0316284955,7
93623,21014,0316781142,6
93629,21014,0316789089,8
93675,21014,0375500510,8
93680,21014,0375700757,8
93683,21014,0375705171,7
93685,21014,0375705856,7
93692,21014,0375726349,8
93702,21014,0380710218,8
93734,21014,0385314698,6
93741,21014,0385335881,6
93744,21014,0385337639,10
93745,21014,0385420161,3
93753,21014,0385503954,8
93755,21014,0385507607,8
93760,21014,0385722435,8
93857,21014,0446519138,9
93874,21014,044900371X,6
93906,21014,0451169530,8
93931,21014,0452282152,8
93971,21014,0553234811,8
93972,21014,0553250426,10
93973,21014,0553250531,9
93990,21014,0553296981,8
94034,21014,0671004549,6
94045,21014,0671042556,9
94077,21014,0679746048,7
94106,21014,0688170528,9
94185,21014,0871136791,9
94200,21014,1400030382,8
94231,21014,1573229571,2
94857,21252,0345433491,6
94859,21252,0375700757,7
94867,21252,0394800168,10
94924,21252,0440940001,7
94955,21252,0553250531,9
94958,21252,0553280945,8
95430,21364,0312291639,6
95435,21364,0345313860,9
95457,21364,0385335482,8
95463,21364,0394758285,10
95537,21364,0804108749,7
95550,21364,089480829X,1
95925,21484,0345348036,7
95932,21484,0385335830,7
95941,21484,0440219078,10
95946,21484,0446363251,8
95972,21484,067976397X,9
95973,21484,0684801523,6
95981,21484,0812570944,8
96127,21576,0060391448,6
96128,21576,0060502258,8
96163,21576,0316779237,9
96192,21576,0385484518,8
96208,21576,0439139600,9
96219,21576,0446610542,6
96248,21576,0553277537,7
96250,21576,0553348973,7
96257,21576,0670031909,9
96262,21576,0671003755,8
96295,21576,0767913000,8
96324,21576,1400031354,6
96325,21576,1400031362,6
96342,21576,1592400876,10
96559,21659,0440225701,10
96585,21659,0449221490,10
96586,21659,0449223604,7
96612,21659,0670865796,10
96614,21659,0671001132,10
96625,21659,0671868691,7
97388,22074,0060502258,9
97389,22074,0060930535,9
97392,22074,0312195516,9
97399,22074,0345413903,10
97400,22074,0345446666,7
97412,22074,0425185710,7
97429,22074,0553279912,6
97430,22074,0553563521,7
97431,22074,0671001795,9
97437,22074,0767902521,9
97438,22074,1400034779,9
98456,22625,0060930535,9
98464,22625,0099771519,10
98470,22625,0142001430,10
98472,22625,0142001821,10
98497,22625,0316601950,10
98498,22625,0316666343,10
98503,22625,0316781142,8
98506,22625,0345339681,10
98512,22625,0345439104,9
98524,22625,0375706771,10
98527,22625,0380730138,9
98534,22625,0385484518,10
98578,22625,0452264464,9
98582,22625,0452282829,8
98584,22625,0517556278,10
98588,22625,0553250531,10
98592,22625,0553377868,10
98621,22625,0684865742,8
98623,22625,0688177859,10
98628,22625,0743237188,9
98655,22625,0807083054,7
98925,22818,0060920084,7
98926,22818,0061009059,7
98929,22818,0140280464,10
98931,22818,0312195516,9
98934,22818,0345339703,10
98937,22818,0345465083,10
98960,22818,0451409973,6
100462,23547,0312966091,8
100464,23547,0312966970,8
100466,23547,0312976275,8
100469,23547,0312986343,10
